CustomerID,Gender,WinLossRatio,Tenure,NumberActiveGames,Platform,PaymentMethod,MonthlySpend,TimeWindow,Churn
6166-YIPFO,Male,0.777574024,72,1,Instagram,Electronic check,154.5595054,202207-202209,No
7016-BPGEU,Female,0.418264997,29,1,Facebook,Credit card (automatic),398.4063745,202207-202209,Yes
6876-ADESB,Male,0.970403318,1,2,Facebook,Electronic check,204.2900919,202207-202209,Yes
9332-GYWLO,Female,0.181169482,6,2,Facebook,Electronic check,182.3154057,202207-202209,No
1963-SVUCV,Male,0.723755541,1,2,Facebook,Electronic check,220.7505519,202207-202209,Yes
4184-VODJZ,Male,0.037584025,63,4,GoogleAds,Electronic check,109.469075,202207-202209,No
0220-EBGCE,Male,0.490138378,2,2,Facebook,Electronic check,116.4822365,202207-202209,Yes
1092-WPIVQ,Female,0.696071408,18,4,Instagram,Mailed check,398.4063745,202207-202209,No
7233-IOQNP,Female,0.017842504,43,1,Facebook,Bank transfer (automatic),294.1176471,202207-202209,No
2834-JKOOW,Female,0.480865268,15,1,GoogleAds,Mailed check,217.8649237,202207-202209,No
2754-VDLTR,Male,0.77838958,10,4,Facebook,Electronic check,105.0420168,202207-202209,Yes
2400-FEQME,Male,0.317178483,55,2,Instagram,Mailed check,487.804878,202207-202209,No
3190-XFANI,Male,0.616555149,49,4,GoogleAds,Bank transfer (automatic),99.40357853,202207-202209,Yes
7551-DACSP,Male,0.836317921,6,2,Facebook,Mailed check,180.8318264,202207-202209,Yes
4957-SREEC,Male,0.454768349,70,2,Instagram,Credit card (automatic),491.4004914,202207-202209,No
7235-NXZCP,Male,0.332995566,2,4,Facebook,Mailed check,133.6005344,202207-202209,Yes
0230-UBYPQ,Male,0.71712244,63,1,GoogleAds,Bank transfer (automatic),277.0083102,202207-202209,No
4923-ADWXJ,Female,0.603458352,25,2,Facebook,Bank transfer (automatic),151.9756839,202207-202209,No
1763-KUAAW,Female,0.481448814,18,2,GoogleAds,Bank transfer (automatic),491.4004914,202207-202209,No
1104-TNLZA,Male,0.16601821,28,4,Facebook,Electronic check,94.51795841,202207-202209,No
5195-KPUNQ,Female,0.225433938,53,2,GoogleAds,Mailed check,103.3591731,202207-202209,No
0520-FDVVT,Male,0.22844115,35,2,GoogleAds,Bank transfer (automatic),97.70395701,202207-202209,Yes
3439-GVUSX,Male,0.633301158,1,1,Facebook,Mailed check,409.8360656,202207-202209,No
1444-VVSGW,Male,0.782308839,70,4,GoogleAds,Credit card (automatic),86.46779075,202207-202209,Yes
5712-PTIWW,Male,0.211980657,2,2,Facebook,Electronic check,125.2348153,202207-202209,Yes
5949-HGVJL,Female,0.540116602,26,2,Facebook,Electronic check,136.8925394,202207-202209,No
5203-XEHAX,Female,0.424472261,34,2,GoogleAds,Electronic check,155.4001554,202207-202209,No
1635-HDGFT,Female,0.608718395,19,2,Instagram,Mailed check,487.804878,202207-202209,No
3315-TOTBP,Male,0.137363957,15,4,Facebook,Mailed check,131.5789474,202207-202209,Yes
8050-XGRVL,Female,0.449556744,62,2,GoogleAds,Credit card (automatic),182.6484018,202207-202209,No
6661-HBGWL,Female,0.644122403,42,4,Facebook,Bank transfer (automatic),95.46539379,202207-202209,Yes
1518-VOWAV,Female,0.467013532,9,2,Facebook,Electronic check,133.9584729,202207-202209,Yes
9828-QHFBK,Male,0.780249382,24,2,Facebook,Electronic check,195.5034213,202207-202209,No
3908-MKIMJ,Male,0.392302347,68,1,Instagram,Electronic check,238.3790226,202207-202209,No
5012-YSPJJ,Male,0.306643363,31,2,Facebook,Mailed check,183.9926403,202207-202209,No
5909-ECHUI,Female,0.335405964,1,2,Facebook,Electronic check,177.7777778,202207-202209,Yes
1309-BXVOQ,Male,0.107297912,21,4,Facebook,Electronic check,94.25070688,202207-202209,Yes
6728-VOIFY,Female,0.175578539,63,2,GoogleAds,Electronic check,104.1666667,202207-202209,No
9317-WZPGV,Female,0.863500299,2,2,Facebook,Bank transfer (automatic),125.3918495,202207-202209,Yes
4891-NLUBA,Female,0.859845033,61,1,Instagram,Bank transfer (automatic),162.73393,202207-202209,No
2856-HYAPG,Female,0.721822319,1,2,Facebook,Electronic check,145.6664239,202207-202209,Yes
8969-PRHFK,Male,0.605098604,18,2,GoogleAds,Mailed check,508.9058524,202207-202209,No
0661-KQHNK,Female,0.627200578,6,2,GoogleAds,Credit card (automatic),526.3157895,202207-202209,No
8709-KRDVL,Female,0.02253301,33,4,Facebook,Electronic check,100,202207-202209,No
4488-PSYCG,Male,0.732256265,16,2,Facebook,Bank transfer (automatic),493.8271605,202207-202209,Yes
1427-VERSM,Female,0.857649911,56,2,Facebook,Electronic check,101.3171226,202207-202209,No
9801-NOSHQ,Male,0.46979957,23,2,GoogleAds,Mailed check,505.0505051,202207-202209,No
6339-YPSAH,Male,0.600429408,9,2,Facebook,Electronic check,135.501355,202207-202209,No
3621-CEOVK,Female,0.626429674,14,4,Facebook,Electronic check,99.8003992,202207-202209,Yes
6906-ANDWJ,Male,0.140596411,15,4,Facebook,Bank transfer (automatic),133.5113485,202207-202209,Yes
2159-TURXX,Male,0.120127325,5,2,Facebook,Credit card (automatic),498.7531172,202207-202209,No
1548-FEHVL,Male,0.962281033,61,4,Facebook,Electronic check,94.16195857,202207-202209,No
3795-CAWEX,Male,0.818243881,70,4,Instagram,Credit card (automatic),85.8000858,202207-202209,No
6215-NQCPY,Male,0.74633685,15,4,Facebook,Electronic check,100.3009027,202207-202209,No
5647-URDKA,Male,0.477075198,8,2,Instagram,Mailed check,507.6142132,202207-202209,No
2229-DPMBI,Female,0.408098131,8,2,Instagram,Mailed check,512.8205128,202207-202209,No
9626-WEQRM,Female,0.911968154,4,1,Facebook,Mailed check,343.0531732,202207-202209,No
2188-SXWVT,Female,0.675538921,34,2,GoogleAds,Mailed check,181.8181818,202207-202209,No
6258-PVZWJ,Male,0.155608461,68,4,Instagram,Credit card (automatic),110.1321586,202207-202209,No
1094-BKOSX,Female,0.736727551,45,1,GoogleAds,Bank transfer (automatic),196.0784314,202207-202209,No
6969-MVBAI,Female,0.902046713,9,4,Facebook,Electronic check,110.9877913,202207-202209,No
2978-XXSOG,Female,0.882594327,22,4,Facebook,Mailed check,169.3480102,202207-202209,No
2342-CKIAO,Female,0.039235171,2,2,Facebook,Mailed check,492.6108374,202207-202209,No
6953-PBDIN,Male,0.933000568,70,4,Instagram,Bank transfer (automatic),137.0801919,202207-202209,No
3898-BSJYF,Female,0.898185644,10,4,GoogleAds,Credit card (automatic),135.9619307,202207-202209,No
3938-YFPXD,Male,0.618991737,72,4,Instagram,Credit card (automatic),118.623962,202207-202209,No
7696-AMHOD,Female,0.105341507,49,2,GoogleAds,Credit card (automatic),128.2051282,202207-202209,No
2453-SAFNS,Female,0.388466138,54,4,GoogleAds,Mailed check,138.6962552,202207-202209,No
9558-IHEZX,Female,0.299788292,71,4,Instagram,Credit card (automatic),93.67681499,202207-202209,No
9617-UDPEU,Female,0.823419492,22,2,GoogleAds,Mailed check,519.4805195,202207-202209,No
6340-DACFT,Female,0.679066066,50,2,Instagram,Credit card (automatic),486.6180049,202207-202209,No
4955-VCWBI,Female,0.608519059,43,2,GoogleAds,Mailed check,500,202207-202209,No
6813-GZQCG,Female,0.662678436,45,4,Instagram,Credit card (automatic),405.6795132,202207-202209,No
7426-GSWPO,Male,0.688208215,64,4,Facebook,Bank transfer (automatic),96.61835749,202207-202209,No
3389-KTRXV,Female,0.758873758,23,4,Instagram,Mailed check,419.2872117,202207-202209,No
3118-UHVVQ,Female,0.516079031,68,4,Instagram,Credit card (automatic),387.5968992,202207-202209,No
1031-IIDEO,Female,0.100459259,1,2,Facebook,Electronic check,141.1432604,202207-202209,Yes
5832-XKAES,Male,0.155184482,2,2,Facebook,Credit card (automatic),143.2664756,202207-202209,Yes
3205-MXZRA,Male,0.846510637,26,2,GoogleAds,Credit card (automatic),168.2085786,202207-202209,No
4701-AHWMW,Male,0.192910088,55,1,Facebook,Bank transfer (automatic),183.3180568,202207-202209,Yes
8317-BVKSO,Male,0.163183079,14,2,Facebook,Electronic check,498.7531172,202207-202209,No
5702-KVQRD,Male,0.045761641,71,2,Instagram,Electronic check,121.1387038,202207-202209,No
0083-PIVIK,Male,0.467377493,64,4,GoogleAds,Electronic check,123.0769231,202207-202209,No
9210-IAHGH,Female,0.0455537,7,2,Facebook,Credit card (automatic),141.3427562,202207-202209,Yes
6169-PGNCD,Female,0.750162425,57,2,Instagram,Credit card (automatic),134.589502,202207-202209,No
0023-XUOPT,Female,0.073226913,13,4,Facebook,Electronic check,106.2699256,202207-202209,Yes
4592-IWTJI,Female,0.42738906,3,1,Facebook,Credit card (automatic),336.7003367,202207-202209,Yes
4909-JOUPP,Male,0.87511667,72,4,Instagram,Credit card (automatic),91.15770283,202207-202209,No
4657-FWVFY,Female,0.699695995,40,4,Facebook,Credit card (automatic),103.7882719,202207-202209,No
2257-BOVXD,Male,0.252375597,14,4,Facebook,Credit card (automatic),150.1501502,202207-202209,No
7729-JTEEC,Male,0.129155773,2,2,Facebook,Electronic check,224.7191011,202207-202209,No
7632-MNYOY,Male,0.640680036,66,4,GoogleAds,Credit card (automatic),90.17132552,202207-202209,Yes
6518-LGAOV,Female,0.36033273,38,4,Facebook,Electronic check,95.23809524,202207-202209,Yes
7242-QZLXF,Male,0.753214979,1,1,Facebook,Electronic check,395.256917,202207-202209,Yes
4576-CSAJH,Male,0.192628373,22,2,GoogleAds,Credit card (automatic),181.3236627,202207-202209,Yes
1000-AJSLD,Male,0.351770694,1,2,Facebook,Mailed check,497.5124378,202207-202209,Yes
9696-RMYBA,Male,0.196827856,5,2,Facebook,Mailed check,124.8439451,202207-202209,No
8690-UPCZI,Male,0.11655184,29,4,GoogleAds,Bank transfer (automatic),144.8225923,202207-202209,No
1062-LHZOD,Male,0.296573031,1,2,Facebook,Mailed check,143.0615165,202207-202209,Yes
9770-LXDBK,Female,0.709637157,3,2,Facebook,Mailed check,490.1960784,202207-202209,No
4086-WITJG,Male,0.826297348,71,2,Instagram,Credit card (automatic),507.6142132,202207-202209,No
8344-WFMFH,Male,0.470683028,9,2,Facebook,Electronic check,199.6007984,202207-202209,No
9600-NAXZN,Male,0.584064923,43,4,Facebook,Electronic check,98.61932939,202207-202209,Yes
8822-KNBHV,Female,0.773533829,48,4,GoogleAds,Credit card (automatic),119.8322349,202207-202209,No
8404-FYDIB,Male,0.728093942,26,4,Facebook,Credit card (automatic),115.406809,202207-202209,No
2791-SFVEW,Female,0.088623165,9,2,Facebook,Bank transfer (automatic),496.2779156,202207-202209,No
6457-USBER,Male,0.472112973,1,2,Facebook,Electronic check,123.7623762,202207-202209,Yes
6762-NSODU,Female,0.88233296,46,2,Instagram,Credit card (automatic),515.4639175,202207-202209,No
4662-EKDPQ,Male,0.52335859,2,4,Facebook,Bank transfer (automatic),161.1603546,202207-202209,Yes
9248-OJYKK,Male,0.17384608,1,4,Facebook,Electronic check,130.8044474,202207-202209,Yes
9888-ZCUMM,Male,0.238180898,64,1,Instagram,Bank transfer (automatic),166.5278934,202207-202209,No
3398-FSHON,Female,0.580407327,12,4,Facebook,Electronic check,109.5290252,202207-202209,Yes
3319-DWOEP,Male,0.012829637,6,2,Facebook,Electronic check,104.4386423,202207-202209,Yes
1074-WVEVG,Female,0.915129951,59,2,GoogleAds,Mailed check,491.4004914,202207-202209,No
9979-RGMZT,Female,0.340937733,7,2,GoogleAds,Mailed check,106.3264221,202207-202209,No
6437-UDQJM,Female,0.723752616,72,4,Instagram,Credit card (automatic),118.9060642,202207-202209,No
1226-IENZN,Male,0.919522353,16,2,Facebook,Electronic check,126.984127,202207-202209,No
2108-GLPQB,Male,0.602251423,25,4,Facebook,Credit card (automatic),180.0180018,202207-202209,No
9259-PACGQ,Female,0.469926626,34,4,Facebook,Electronic check,159.6169194,202207-202209,Yes
4415-IJZTP,Female,0.762552054,1,4,Facebook,Electronic check,134.2281879,202207-202209,Yes
1465-VINDH,Female,0.397277606,10,4,Facebook,Credit card (automatic),97.94319295,202207-202209,Yes
5474-LAMUQ,Male,0.331859639,24,2,GoogleAds,Mailed check,497.5124378,202207-202209,No
3468-DRVQJ,Female,0.497557727,10,4,GoogleAds,Electronic check,142.2475107,202207-202209,No
1122-YJBCS,Male,0.962434195,69,2,GoogleAds,Credit card (automatic),186.3932898,202207-202209,No
4990-ALDGW,Male,0.377138168,57,2,Instagram,Mailed check,481.9277108,202207-202209,No
4816-OKWNX,Male,0.794628944,50,2,GoogleAds,Bank transfer (automatic),96.71179884,202207-202209,No
3315-IKYZQ,Male,0.481096537,28,1,GoogleAds,Mailed check,196.8503937,202207-202209,No
2810-FTLEM,Female,0.295784458,16,2,Facebook,Electronic check,199.4017946,202207-202209,Yes
4747-LCAQL,Male,0.948779324,25,2,Facebook,Mailed check,126.5822785,202207-202209,No
3411-WLRSQ,Female,0.202065028,3,2,Facebook,Bank transfer (automatic),134.0482574,202207-202209,No
0898-XCGTF,Male,0.239914884,61,4,GoogleAds,Bank transfer (automatic),103.626943,202207-202209,No
8006-PYCSW,Female,0.467237857,2,2,Facebook,Mailed check,497.5124378,202207-202209,No
8249-THVEC,Male,0.628321839,51,2,GoogleAds,Mailed check,515.4639175,202207-202209,No
8722-PRFDV,Female,0.2104124,71,2,Instagram,Credit card (automatic),128.9490651,202207-202209,No
2164-SOQXL,Female,0.124989462,20,2,Facebook,Mailed check,498.7531172,202207-202209,No
4020-KIUDI,Male,0.405733991,6,2,Facebook,Credit card (automatic),503.7783375,202207-202209,No
5850-BDWCY,Female,0.532601732,6,2,Facebook,Mailed check,495.049505,202207-202209,No
2038-YSEZE,Female,0.726535543,29,4,Facebook,Mailed check,148.2579689,202207-202209,No
0827-ITJPH,Male,0.94223346,36,2,Instagram,Credit card (automatic),539.083558,202207-202209,No
8799-OXZMD,Female,0.677078788,28,1,Facebook,Mailed check,336.1344538,202207-202209,No
1925-TIBLE,Female,0.048304356,7,4,Facebook,Electronic check,115.6069364,202207-202209,Yes
1705-GUHPV,Female,0.410998499,63,4,Instagram,Mailed check,413.2231405,202207-202209,No
4779-ZGICK,Male,0.653267546,48,4,Instagram,Mailed check,424.6284501,202207-202209,No
0048-PIHNL,Female,0.276645494,49,2,GoogleAds,Bank transfer (automatic),488.997555,202207-202209,No
0818-OCPZO,Male,0.381058906,27,4,Facebook,Electronic check,122.7747084,202207-202209,Yes
3967-KXAPS,Male,0.851212431,72,4,Instagram,Credit card (automatic),108.3423619,202207-202209,No
1447-GIQMR,Male,0.085692177,1,2,Facebook,Electronic check,144.6131598,202207-202209,Yes
3704-IEAXF,Female,0.504436579,72,1,Instagram,Credit card (automatic),186.3932898,202207-202209,No
6810-VCAEX,Female,0.648124219,47,1,GoogleAds,Credit card (automatic),252.2068096,202207-202209,No
0674-EYYZV,Female,0.139108318,1,2,Facebook,Electronic check,182.9826167,202207-202209,No
4480-MBMLB,Female,0.94133816,36,4,GoogleAds,Bank transfer (automatic),95.41984733,202207-202209,No
1395-OFUWC,Male,0.557369295,43,1,Facebook,Credit card (automatic),341.2969283,202207-202209,No
0822-QGCXA,Female,0.672163462,27,4,Facebook,Electronic check,119.2605844,202207-202209,No
0872-NXJYS,Female,0.761684112,9,2,Facebook,Electronic check,125.7071025,202207-202209,Yes
2832-KJCRD,Female,0.095464926,38,4,Facebook,Electronic check,96.47853353,202207-202209,No
3588-WSTTJ,Female,0.142684879,35,4,Facebook,Electronic check,100.9591116,202207-202209,No
4075-WKNIU,Female,0.271707368,0,4,Instagram,Mailed check,136.3326517,202207-202209,No
5090-EMGTC,Female,0.980694772,59,2,Instagram,Mailed check,99.95002499,202207-202209,No
2346-CZYIL,Male,0.258197198,27,2,Instagram,Credit card (automatic),491.4004914,202207-202209,No
3798-EPWRR,Female,0.649685986,2,2,Facebook,Electronic check,227.5312856,202207-202209,No
6258-NGCNG,Male,0.52919137,7,4,Facebook,Mailed check,425.5319149,202207-202209,No
4186-ZBUEW,Female,0.760030213,36,4,GoogleAds,Mailed check,141.4427157,202207-202209,No
5274-XHAKY,Female,0.373765379,41,4,Facebook,Bank transfer (automatic),106.0445387,202207-202209,No
1442-BQPVU,Female,0.335484715,13,1,Facebook,Electronic check,343.0531732,202207-202209,No
3978-YNKDD,Male,0.354955443,19,2,Instagram,Credit card (automatic),479.616307,202207-202209,No
4940-KHCWD,Female,0.415694092,60,1,Instagram,Bank transfer (automatic),265.2519894,202207-202209,No
9412-ARGBX,Female,0.185743513,48,2,Instagram,Mailed check,104.7120419,202207-202209,Yes
1389-CXMLU,Male,0.676387462,3,4,Facebook,Electronic check,109.8297639,202207-202209,Yes
9589-ABEPT,Male,0.200282052,69,4,Instagram,Mailed check,108.1665765,202207-202209,No
9388-ZEYVT,Male,0.925456474,43,1,GoogleAds,Electronic check,226.5005663,202207-202209,No
0305-SQECB,Female,0.958458598,11,1,GoogleAds,Mailed check,277.3925104,202207-202209,No
7605-SNLQG,Female,0.85837207,45,2,Facebook,Credit card (automatic),199.0049751,202207-202209,No
4670-TABXH,Male,0.916644321,72,4,Instagram,Credit card (automatic),91.11617312,202207-202209,No
5561-NWEVX,Female,0.413498437,2,4,Facebook,Electronic check,126.2626263,202207-202209,Yes
0064-SUDOG,Female,0.533474039,12,2,Instagram,Bank transfer (automatic),492.6108374,202207-202209,No
8561-NMTBD,Female,0.554221304,67,4,GoogleAds,Credit card (automatic),89.00756564,202207-202209,No
5161-XEUVX,Male,0.437951132,37,4,Instagram,Mailed check,106.0445387,202207-202209,No
8292-FRFZQ,Female,0.436601839,39,1,GoogleAds,Bank transfer (automatic),243.0133657,202207-202209,No
8591-NXRCV,Female,0.498574198,41,4,Facebook,Bank transfer (automatic),133.9584729,202207-202209,No
7895-VONWT,Female,0.416705763,25,1,Facebook,Electronic check,207.253886,202207-202209,No
4526-RMTLL,Male,0.796585094,8,4,Instagram,Credit card (automatic),131.3197636,202207-202209,No
6253-GNHWH,Female,0.462731402,71,4,Instagram,Mailed check,140.6469761,202207-202209,No
4566-NECEV,Male,0.28814447,5,4,Facebook,Electronic check,103.5732781,202207-202209,No
8080-POTJR,Female,0.351130628,30,4,GoogleAds,Credit card (automatic),126.1034048,202207-202209,No
6906-MPARY,Male,0.369108144,40,2,GoogleAds,Credit card (automatic),111.6071429,202207-202209,No
3662-FXJFO,Female,0.880302767,54,2,Instagram,Mailed check,487.804878,202207-202209,No
8107-RZLNV,Male,0.070835066,72,4,Instagram,Bank transfer (automatic),94.07337723,202207-202209,No
0516-OOHAR,Male,0.944715693,28,2,GoogleAds,Bank transfer (automatic),99.65122073,202207-202209,No
2027-CWDNU,Male,0.045816711,18,2,Facebook,Electronic check,116.8224299,202207-202209,No
2737-WFVYW,Female,0.750361686,2,1,Facebook,Electronic check,220.9944751,202207-202209,Yes
9912-OMZDS,Female,0.86830067,59,4,GoogleAds,Electronic check,94.20631182,202207-202209,No
3733-ZEECP,Male,0.679439935,22,2,Facebook,Electronic check,195.6947162,202207-202209,No
7878-RTCZG,Female,0.64678768,1,2,Facebook,Mailed check,502.5125628,202207-202209,No
2452-MRMZF,Female,0.964427332,72,4,Instagram,Credit card (automatic),389.1050584,202207-202209,No
2272-QAGFO,Female,0.139373381,14,4,Facebook,Electronic check,134.589502,202207-202209,Yes
7103-IPXPJ,Male,0.77386912,50,4,GoogleAds,Electronic check,100.6036217,202207-202209,No
4342-HFXWS,Female,0.726766742,48,2,GoogleAds,Bank transfer (automatic),143.472023,202207-202209,No
3545-CNWRG,Female,0.43198065,49,4,Facebook,Electronic check,101.6776817,202207-202209,No
1785-BPHTP,Male,0.603809371,28,2,Facebook,Electronic check,117.0275015,202207-202209,No
4989-LIXVT,Male,0.579824724,68,4,Facebook,Electronic check,104.2752868,202207-202209,No
7315-WYOAW,Male,0.758610119,13,4,Facebook,Electronic check,99.25558313,202207-202209,No
1173-XZPYF,Female,0.872615574,11,4,Facebook,Electronic check,112.1076233,202207-202209,No
9850-OWRHQ,Female,0.849958554,3,4,Facebook,Credit card (automatic),134.9527665,202207-202209,Yes
3768-NLUBH,Male,0.104381346,57,4,Facebook,Electronic check,99.40357853,202207-202209,Yes
8676-TRMJS,Male,0.486810622,3,4,Facebook,Mailed check,133.3333333,202207-202209,Yes
2509-TFPJU,Male,0.634749969,72,4,Instagram,Credit card (automatic),388.3495146,202207-202209,No
9530-GRMJG,Male,0.637475807,70,4,Instagram,Electronic check,118.9060642,202207-202209,No
6898-RBTLU,Female,0.511708232,49,4,Instagram,Bank transfer (automatic),126.1034048,202207-202209,No
5481-NTDOH,Female,0.210529535,67,4,GoogleAds,Credit card (automatic),93.41429239,202207-202209,No
2068-WWXQZ,Male,0.631582452,46,2,Instagram,Bank transfer (automatic),498.7531172,202207-202209,No
7359-SSBJK,Female,0.897390579,64,2,Instagram,Credit card (automatic),142.4501425,202207-202209,Yes
2061-VVFST,Female,0.787611297,37,2,Facebook,Bank transfer (automatic),512.8205128,202207-202209,No
0685-MLYYM,Female,0.16551169,2,2,Facebook,Electronic check,141.3427562,202207-202209,Yes
0749-IRGQE,Female,0.028898764,13,1,Facebook,Electronic check,220.7505519,202207-202209,No
2380-DAMQP,Female,0.500414581,72,4,Instagram,Electronic check,86.84324794,202207-202209,No
2256-YLYLP,Male,0.729843979,68,2,Instagram,Bank transfer (automatic),137.0801919,202207-202209,No
1272-ILHFG,Male,0.056185428,15,2,GoogleAds,Mailed check,508.9058524,202207-202209,No
0164-XAIRP,Female,0.800674514,24,2,Instagram,Bank transfer (automatic),511.5089514,202207-202209,No
5666-CYCYZ,Female,0.024554048,24,4,Facebook,Electronic check,111.6694584,202207-202209,No
4011-ARPHK,Male,0.62809616,27,2,Facebook,Mailed check,198.6097319,202207-202209,No
8182-PNAGI,Male,0.061266665,12,2,Facebook,Bank transfer (automatic),199.0049751,202207-202209,Yes
6365-HITVU,Female,0.916404883,71,2,Instagram,Credit card (automatic),114.6131805,202207-202209,No
7558-IMLMT,Male,0.284106983,67,2,Instagram,Mailed check,480.7692308,202207-202209,No
9488-FYQAU,Female,0.468718911,63,4,Instagram,Bank transfer (automatic),91.53318078,202207-202209,No
3590-TCXTB,Male,0.172518648,1,2,Facebook,Mailed check,491.4004914,202207-202209,No
6994-KERXL,Male,0.133604426,4,2,Facebook,Electronic check,178.8908766,202207-202209,No
7957-RYHQD,Female,0.539888388,40,2,Facebook,Credit card (automatic),126.2626263,202207-202209,Yes
2180-DXNEG,Female,0.133957794,12,2,Facebook,Electronic check,104.1666667,202207-202209,Yes
1960-UOTYM,Male,0.184740895,52,2,Instagram,Electronic check,126.2626263,202207-202209,No
2740-JFBOK,Male,0.463035666,10,4,Facebook,Electronic check,416.6666667,202207-202209,No
6500-JVEGC,Male,0.482407292,68,4,GoogleAds,Bank transfer (automatic),98.66798224,202207-202209,No
5515-AKOAJ,Female,0.98488851,54,4,Facebook,Electronic check,99.9000999,202207-202209,Yes
8976-OQHGT,Female,0.93279217,4,2,Facebook,Mailed check,176.9911504,202207-202209,Yes
5245-VDBUR,Female,0.539135022,52,1,GoogleAds,Mailed check,282.0874471,202207-202209,No
6230-BSUXY,Female,0.746829308,1,2,Facebook,Electronic check,117.6470588,202207-202209,Yes
8469-SNFFH,Male,0.3865811,70,4,GoogleAds,Bank transfer (automatic),125.9445844,202207-202209,No
2144-ESWKO,Male,0.188759504,43,1,GoogleAds,Credit card (automatic),284.0909091,202207-202209,No
1241-FPMOF,Male,0.217196899,52,2,Instagram,Mailed check,508.9058524,202207-202209,No
9928-BZVLZ,Female,0.692416134,12,1,Instagram,Mailed check,200.6018054,202207-202209,No
4114-QMKVN,Female,0.11980568,56,4,GoogleAds,Bank transfer (automatic),145.4545455,202207-202209,No
2775-SEFEE,Male,0.823785837,0,4,Instagram,Bank transfer (automatic),161.5508885,202207-202209,No
9003-CPATH,Male,0.120478377,42,4,Facebook,Electronic check,125.1564456,202207-202209,No
1754-GKYPY,Male,0.333545807,22,2,Facebook,Bank transfer (automatic),111.4206128,202207-202209,No
5294-CDGWY,Male,0.152751327,51,1,GoogleAds,Electronic check,168.6340641,202207-202209,Yes
7956-XQWGU,Male,0.071065238,27,2,Facebook,Credit card (automatic),515.4639175,202207-202209,No
1591-MQJTP,Male,0.810638848,51,4,GoogleAds,Bank transfer (automatic),106.7805659,202207-202209,No
5295-PCJOO,Male,0.121491601,4,2,Facebook,Electronic check,202.4291498,202207-202209,Yes
2369-FEVNO,Male,0.326568964,1,2,Facebook,Mailed check,502.5125628,202207-202209,No
9863-JZAIC,Male,0.817584296,35,2,Facebook,Mailed check,181.8181818,202207-202209,Yes
7471-MQPOS,Male,0.744904958,71,4,GoogleAds,Bank transfer (automatic),137.1742112,202207-202209,No
7660-HDPJV,Female,0.060697697,1,2,Facebook,Electronic check,144.5086705,202207-202209,Yes
5115-SQAAU,Female,0.048078401,69,4,Instagram,Bank transfer (automatic),390.625,202207-202209,No
9845-QOMAD,Male,0.970339687,14,2,GoogleAds,Mailed check,506.3291139,202207-202209,No
7672-VFMXZ,Male,0.598320919,57,2,Facebook,Electronic check,179.5332136,202207-202209,No
9739-JLPQJ,Female,0.130500255,72,4,Instagram,Credit card (automatic),85.10638298,202207-202209,No
9916-AYHTC,Male,0.55202244,48,2,Instagram,Credit card (automatic),503.7783375,202207-202209,No
3855-ONCAR,Female,0.067958539,4,2,Facebook,Mailed check,126.7427123,202207-202209,No
1488-SYSFC,Male,0.779780402,31,2,Facebook,Electronic check,484.2615012,202207-202209,No
7931-PXHFC,Male,0.176182685,38,2,GoogleAds,Mailed check,160.5136437,202207-202209,Yes
3990-QYKBE,Male,0.62092532,37,4,Facebook,Electronic check,108.1081081,202207-202209,Yes
0970-QXPXW,Female,0.424442438,1,2,Facebook,Mailed check,508.9058524,202207-202209,No
3259-KNMRR,Male,0.271469474,57,4,Instagram,Bank transfer (automatic),125.3918495,202207-202209,No
6120-RJKLU,Female,0.455213411,62,2,Instagram,Credit card (automatic),125.0781739,202207-202209,No
9572-WUKSB,Male,0.288253526,3,1,Facebook,Electronic check,334.4481605,202207-202209,No
5893-KCLGT,Female,0.688499831,72,2,Instagram,Mailed check,506.3291139,202207-202209,No
0076-LVEPS,Male,0.408614166,29,1,Facebook,Mailed check,222.2222222,202207-202209,No
3640-JQGJG,Male,0.754028515,13,2,Facebook,Bank transfer (automatic),223.2142857,202207-202209,No
4919-MOAVT,Male,0.421900434,3,2,Facebook,Electronic check,143.5750179,202207-202209,Yes
1596-OQSPS,Female,0.040288426,11,2,Facebook,Electronic check,195.6947162,202207-202209,No
9867-XOBQA,Female,0.219810061,21,1,Instagram,Mailed check,188.1467545,202207-202209,No
9546-KDTRB,Female,0.190782299,19,4,Facebook,Bank transfer (automatic),404.8582996,202207-202209,No
3090-HAWSU,Male,0.58418078,61,4,Instagram,Credit card (automatic),89.60573477,202207-202209,Yes
9820-RMCQV,Female,0.299143091,11,2,Facebook,Credit card (automatic),205.9732235,202207-202209,Yes
3174-RKMOW,Male,0.582165896,35,4,Facebook,Electronic check,90.95043201,202207-202209,No
1760-CAZHT,Male,0.35165436,25,2,Facebook,Mailed check,480.7692308,202207-202209,No
7839-QRKXN,Female,0.170972824,1,2,Facebook,Mailed check,495.049505,202207-202209,Yes
8441-SHIPE,Female,0.980086771,67,4,Instagram,Bank transfer (automatic),390.625,202207-202209,No
5204-QZXPU,Male,0.939316934,19,1,Facebook,Electronic check,252.2068096,202207-202209,Yes
4597-ELFTS,Male,0.521184708,56,4,GoogleAds,Electronic check,401.6064257,202207-202209,Yes
1320-GVNHT,Male,0.752209252,72,4,Instagram,Credit card (automatic),92.25092251,202207-202209,No
1047-RNXZV,Male,0.254983823,43,2,Instagram,Mailed check,511.5089514,202207-202209,No
