CustomerID,Gender,WinLossRatio,NumberActiveGames,Tenure,NumberGameActive,Platform,PaymentMethod,MonthlySpend,TotalSpend,Churn
5419-JPRRN,Male,0.715600846,No,1,4,Facebook,Electronic check,101.45,101.45,Yes
3644-QXEHN,Male,0.210154645,Yes,13,2,Facebook,Electronic check,97,1334.45,No
2911-IJORQ,Male,0.413432483,No,37,4,GoogleAds,Bank transfer (automatic),90.6,3358.65,No
5921-NGYRH,Male,0.912865525,No,64,2,Facebook,Mailed check,73.55,4764,No
2100-BDNSN,Female,0.643156233,No,5,4,Facebook,Bank transfer (automatic),67.95,350.3,Yes
5998-DZLYR,Female,0.299118747,No,61,4,Instagram,Bank transfer (automatic),94.35,5703,No
0488-GSLFR,Female,0.537688421,No,1,2,Facebook,Electronic check,69.5,69.5,Yes
9318-NKNFC,Male,0.004453074,No,1,2,Facebook,Mailed check,18.85,18.85,Yes
3985-HOYPM,Male,0.812178599,No,26,2,GoogleAds,Mailed check,19.4,525.55,No
9728-FTTVZ,Female,0.562233824,No,1,2,Facebook,Electronic check,69.2,69.2,Yes
9548-LERKT,Male,0.297007974,No,24,2,Instagram,Mailed check,19.75,483.15,No
6576-FBXOJ,Male,0.334817637,No,17,1,GoogleAds,Electronic check,54.6,934.8,No
4310-KEDTB,Female,0.400773157,Yes,26,1,Facebook,Mailed check,29.8,786.5,No
7254-IQWOZ,Male,0.921345871,No,1,2,Facebook,Electronic check,69.65,69.65,Yes
2474-BRUCM,Male,0.56336363,No,40,4,Facebook,Electronic check,101.85,4086.3,Yes
4062-HBMOS,Male,0.017151422,No,52,4,Facebook,Electronic check,103.05,5364.8,No
0742-NXBGR,Female,0.943208063,No,1,2,Facebook,Electronic check,82.3,82.3,Yes
2676-ISHSF,Male,0.122205438,No,1,2,Facebook,Mailed check,20.3,20.3,No
9236-NDUCW,Female,0.000313803,No,21,1,Instagram,Mailed check,35.1,770.4,No
4753-PADAS,Female,0.680912849,No,67,4,GoogleAds,Bank transfer (automatic),105.7,6816.95,No
6103-QCKFX,Female,0.931577547,Yes,44,2,Facebook,Bank transfer (automatic),56.25,2419.55,No
7781-EWARA,Male,0.535401585,Yes,70,1,GoogleAds,Electronic check,60.35,4138.7,No
6110-OHIHY,Male,0.939341808,No,3,2,Facebook,Electronic check,79.25,267.6,Yes
7018-FPXHH,Male,0.750136466,Yes,56,2,Instagram,Bank transfer (automatic),59.8,3457.45,No
5889-LFOLL,Female,0.420511427,No,13,4,Facebook,Electronic check,84.6,1115.2,Yes
5708-EVONK,Female,0.267145743,Yes,58,4,Facebook,Bank transfer (automatic),93.4,5435.6,Yes
8708-XPXHZ,Female,0.453803227,Yes,42,4,Facebook,Electronic check,94.2,4186.3,Yes
0616-ATFGB,Male,0.729971356,No,1,1,Facebook,Electronic check,25.05,25.05,Yes
0572-ZJKLT,Female,0.28895487,Yes,46,4,Instagram,Mailed check,99.65,4630.2,No
5135-RDDQL,Female,0.768516818,Yes,63,2,Instagram,Bank transfer (automatic),50.65,3221.25,No
1353-LJWEM,Male,0.376221564,No,11,2,Facebook,Electronic check,60.9,688.5,No
1794-SWWKL,Male,0.435423871,Yes,15,4,Facebook,Bank transfer (automatic),59.65,867.1,No
6166-YIPFO,Male,0.966287534,No,72,1,Instagram,Electronic check,64.7,4746.05,No
7016-BPGEU,Female,0.297858628,No,29,1,Facebook,Credit card (automatic),25.1,712.85,Yes
6876-ADESB,Male,0.507880036,Yes,1,2,Facebook,Electronic check,48.95,48.95,Yes
9332-GYWLO,Female,0.315810983,Yes,6,2,Facebook,Electronic check,54.85,355.1,No
1963-SVUCV,Male,0.920211431,No,1,2,Facebook,Electronic check,45.3,45.3,Yes
4184-VODJZ,Male,0.956477588,Yes,63,4,GoogleAds,Electronic check,91.35,5764.7,No
0220-EBGCE,Male,0.658975961,No,2,2,Facebook,Electronic check,85.85,167.3,Yes
1092-WPIVQ,Female,0.070998264,Yes,18,4,Instagram,Mailed check,25.1,428.45,No
7233-IOQNP,Female,0.683069603,No,43,1,Facebook,Bank transfer (automatic),34,1505.35,No
2834-JKOOW,Female,0.134602361,No,15,1,GoogleAds,Mailed check,45.9,693.45,No
2754-VDLTR,Male,0.870230759,Yes,10,4,Facebook,Electronic check,95.2,930.4,Yes
2400-FEQME,Male,0.342660262,Yes,55,2,Instagram,Mailed check,20.5,1177.95,No
3190-XFANI,Male,0.01344357,Yes,49,4,GoogleAds,Bank transfer (automatic),100.6,5069.65,Yes
7551-DACSP,Male,0.397502342,Yes,6,2,Facebook,Mailed check,55.3,324.25,Yes
4957-SREEC,Male,0.82020314,Yes,70,2,Instagram,Credit card (automatic),20.35,1458.1,No
7235-NXZCP,Male,0.341957733,No,2,4,Facebook,Mailed check,74.85,156.4,Yes
0230-UBYPQ,Male,0.326298575,No,63,1,GoogleAds,Bank transfer (automatic),36.1,2298.9,No
4923-ADWXJ,Female,0.939607748,No,25,2,Facebook,Bank transfer (automatic),65.8,1679.65,No
1763-KUAAW,Female,0.775906118,No,18,2,GoogleAds,Bank transfer (automatic),20.35,369.6,No
1104-TNLZA,Male,0.744001202,No,28,4,Facebook,Electronic check,105.8,2998,No
5195-KPUNQ,Female,0.784948509,No,53,2,GoogleAds,Mailed check,96.75,5206.55,No
0520-FDVVT,Male,0.005445666,No,35,2,GoogleAds,Bank transfer (automatic),102.35,3626.1,Yes
3439-GVUSX,Male,0.400993474,No,1,1,Facebook,Mailed check,24.4,24.4,No
1444-VVSGW,Male,0.193974977,No,70,4,GoogleAds,Credit card (automatic),115.65,7968.85,Yes
5712-PTIWW,Male,0.083508878,No,2,2,Facebook,Electronic check,79.85,152.45,Yes
5949-HGVJL,Female,0.524128146,No,26,2,Facebook,Electronic check,73.05,1959.5,No
5203-XEHAX,Female,0.807351211,No,34,2,GoogleAds,Electronic check,64.35,2053.05,No
1635-HDGFT,Female,0.160393134,Yes,19,2,Instagram,Mailed check,20.5,398.55,No
3315-TOTBP,Male,0.992261559,No,15,4,Facebook,Mailed check,76,1130.85,Yes
8050-XGRVL,Female,0.8694161,Yes,62,2,GoogleAds,Credit card (automatic),54.75,3425.35,No
6661-HBGWL,Female,0.977941835,No,42,4,Facebook,Bank transfer (automatic),104.75,4323.45,Yes
1518-VOWAV,Female,0.676542617,No,9,2,Facebook,Electronic check,74.65,703.55,Yes
9828-QHFBK,Male,0.652787874,No,24,2,Facebook,Electronic check,51.15,1275.7,No
3908-MKIMJ,Male,0.483363817,No,68,1,Instagram,Electronic check,41.95,2965.75,No
5012-YSPJJ,Male,0.044384419,Yes,31,2,Facebook,Mailed check,54.35,1647,No
5909-ECHUI,Female,0.613984673,No,1,2,Facebook,Electronic check,56.25,56.25,Yes
1309-BXVOQ,Male,0.941679395,No,21,4,Facebook,Electronic check,106.1,2249.95,Yes
6728-VOIFY,Female,0.543229626,No,63,2,GoogleAds,Electronic check,96,6109.75,No
9317-WZPGV,Female,0.750310007,No,2,2,Facebook,Bank transfer (automatic),79.75,159.4,Yes
4891-NLUBA,Female,0.943402983,Yes,61,1,Instagram,Bank transfer (automatic),61.45,3751.15,No
2856-HYAPG,Female,0.180350916,No,1,2,Facebook,Electronic check,68.65,68.65,Yes
8969-PRHFK,Male,0.62255976,No,18,2,GoogleAds,Mailed check,19.65,411.25,No
0661-KQHNK,Female,0.733913992,Yes,6,2,GoogleAds,Credit card (automatic),19,105.5,No
8709-KRDVL,Female,0.428611639,No,33,4,Facebook,Electronic check,100,3320.6,No
4488-PSYCG,Male,0.455833206,No,16,2,Facebook,Bank transfer (automatic),20.25,327.45,Yes
1427-VERSM,Female,0.370844801,No,56,2,Facebook,Electronic check,98.7,5669.5,No
9801-NOSHQ,Male,0.132283393,Yes,23,2,GoogleAds,Mailed check,19.8,465.45,No
6339-YPSAH,Male,0.256982319,No,9,2,Facebook,Electronic check,73.8,704.3,No
3621-CEOVK,Female,0.182120838,No,14,4,Facebook,Electronic check,100.2,1369.8,Yes
6906-ANDWJ,Male,0.070591782,Yes,15,4,Facebook,Bank transfer (automatic),74.9,1107.25,Yes
2159-TURXX,Male,0.965422632,No,5,2,Facebook,Credit card (automatic),20.05,95.55,No
1548-FEHVL,Male,0.212875914,No,61,4,Facebook,Electronic check,106.2,6375.2,No
3795-CAWEX,Male,0.746286095,Yes,70,4,Instagram,Credit card (automatic),116.55,8152.3,No
6215-NQCPY,Male,0.170448064,No,15,4,Facebook,Electronic check,99.7,1566.75,No
5647-URDKA,Male,0.442976319,Yes,8,2,Instagram,Mailed check,19.7,130.25,No
2229-DPMBI,Female,0.33376691,Yes,8,2,Instagram,Mailed check,19.5,162.15,No
9626-WEQRM,Female,0.411606232,No,4,1,Facebook,Mailed check,29.15,110.05,No
2188-SXWVT,Female,0.855328476,No,34,2,GoogleAds,Mailed check,55,1885.15,No
6258-PVZWJ,Male,0.327828119,No,68,4,Instagram,Credit card (automatic),90.8,6302.85,No
1094-BKOSX,Female,0.309580077,Yes,45,1,GoogleAds,Bank transfer (automatic),51,2264.5,No
6969-MVBAI,Female,0.984618469,No,9,4,Facebook,Electronic check,90.1,816.8,No
2978-XXSOG,Female,0.308331895,No,22,4,Facebook,Mailed check,59.05,1253.5,No
2342-CKIAO,Female,0.235862752,No,2,2,Facebook,Mailed check,20.3,41.2,No
6953-PBDIN,Male,0.729911147,No,70,4,Instagram,Bank transfer (automatic),72.95,5265.55,No
3898-BSJYF,Female,0.661640345,Yes,10,4,GoogleAds,Credit card (automatic),73.55,693.3,No
3938-YFPXD,Male,0.305357638,No,72,4,Instagram,Credit card (automatic),84.3,5997.1,No
7696-AMHOD,Female,0.408542732,Yes,49,2,GoogleAds,Credit card (automatic),78,3824.2,No
2453-SAFNS,Female,0.302202899,No,54,4,GoogleAds,Mailed check,72.1,3886.05,No
9558-IHEZX,Female,0.992267268,No,71,4,Instagram,Credit card (automatic),106.75,7283.25,No
9617-UDPEU,Female,0.050491612,No,22,2,GoogleAds,Mailed check,19.25,412.55,No
6340-DACFT,Female,0.998576448,Yes,50,2,Instagram,Credit card (automatic),20.55,1070.25,No
4955-VCWBI,Female,0.317648556,Yes,43,2,GoogleAds,Mailed check,20,817.95,No
6813-GZQCG,Female,0.111633364,Yes,45,4,Instagram,Credit card (automatic),24.65,1171.3,No
7426-GSWPO,Male,0.209169238,No,64,4,Facebook,Bank transfer (automatic),103.5,6548.65,No
3389-KTRXV,Female,0.535421585,Yes,23,4,Instagram,Mailed check,23.85,625.65,No
3118-UHVVQ,Female,0.232506698,No,68,4,Instagram,Credit card (automatic),25.8,1911.5,No
1031-IIDEO,Female,0.979838718,No,1,2,Facebook,Electronic check,70.85,70.85,Yes
5832-XKAES,Male,0.652436601,No,2,2,Facebook,Credit card (automatic),69.8,134.7,Yes
3205-MXZRA,Male,0.586708544,No,26,2,GoogleAds,Credit card (automatic),59.45,1507,No
4701-AHWMW,Male,0.634973975,No,55,1,Facebook,Bank transfer (automatic),54.55,2978.3,Yes
8317-BVKSO,Male,0.382405378,No,14,2,Facebook,Electronic check,20.05,299.3,No
5702-KVQRD,Male,0.261307779,No,71,2,Instagram,Electronic check,82.55,5832.65,No
0083-PIVIK,Male,0.532873498,No,64,4,GoogleAds,Electronic check,81.25,5567.55,No
9210-IAHGH,Female,0.785357642,No,7,2,Facebook,Credit card (automatic),70.75,450.8,Yes
6169-PGNCD,Female,0.00312682,No,57,2,Instagram,Credit card (automatic),74.3,4166.35,No
0023-XUOPT,Female,0.153340734,No,13,4,Facebook,Electronic check,94.1,1215.6,Yes
4592-IWTJI,Female,0.372553357,Yes,3,1,Facebook,Credit card (automatic),29.7,91.7,Yes
4909-JOUPP,Male,0.949825301,No,72,4,Instagram,Credit card (automatic),109.7,7898.45,No
4657-FWVFY,Female,0.818184782,Yes,40,4,Facebook,Credit card (automatic),96.35,3915.4,No
2257-BOVXD,Male,0.962779886,No,14,4,Facebook,Credit card (automatic),66.6,979.5,No
7729-JTEEC,Male,0.772333687,Yes,2,2,Facebook,Electronic check,44.5,90.05,No
7632-MNYOY,Male,0.264947391,No,66,4,GoogleAds,Credit card (automatic),110.9,7432.05,Yes
6518-LGAOV,Female,0.894242087,No,38,4,Facebook,Electronic check,105,4026.4,Yes
7242-QZLXF,Male,0.739881484,Yes,1,1,Facebook,Electronic check,25.3,25.3,Yes
4576-CSAJH,Male,0.528154073,No,22,2,GoogleAds,Credit card (automatic),55.15,1193.05,Yes
1000-AJSLD,Male,0.140816877,No,1,2,Facebook,Mailed check,20.1,20.1,Yes
9696-RMYBA,Male,0.836259629,No,5,2,Facebook,Mailed check,80.1,398.55,No
8690-UPCZI,Male,0.650767983,Yes,29,4,GoogleAds,Bank transfer (automatic),69.05,1958.45,No
1062-LHZOD,Male,0.709932812,Yes,1,2,Facebook,Mailed check,69.9,69.9,Yes
9770-LXDBK,Female,0.567639087,No,3,2,Facebook,Mailed check,20.4,63.15,No
4086-WITJG,Male,0.475269008,Yes,71,2,Instagram,Credit card (automatic),19.7,1301.1,No
8344-WFMFH,Male,0.829645412,Yes,9,2,Facebook,Electronic check,50.1,484.05,No
9600-NAXZN,Male,0.055355848,No,43,4,Facebook,Electronic check,101.4,4528,Yes
8822-KNBHV,Female,0.999097385,No,48,4,GoogleAds,Credit card (automatic),83.45,3887.85,No
8404-FYDIB,Male,0.800888928,No,26,4,Facebook,Credit card (automatic),86.65,2208.75,No
2791-SFVEW,Female,0.082218745,No,9,2,Facebook,Bank transfer (automatic),20.15,238.15,No
6457-USBER,Male,0.799275896,No,1,2,Facebook,Electronic check,80.8,80.8,Yes
6762-NSODU,Female,0.524485898,Yes,46,2,Instagram,Credit card (automatic),19.4,958.15,No
4662-EKDPQ,Male,0.04933744,No,2,4,Facebook,Bank transfer (automatic),62.05,118.3,Yes
9248-OJYKK,Male,0.781746987,No,1,4,Facebook,Electronic check,76.45,76.45,Yes
9888-ZCUMM,Male,0.330678146,Yes,64,1,Instagram,Bank transfer (automatic),60.05,3845.45,No
3398-FSHON,Female,0.531700724,No,12,4,Facebook,Electronic check,91.3,1094.5,Yes
3319-DWOEP,Male,0.985190738,No,6,2,Facebook,Electronic check,95.75,573.75,Yes
1074-WVEVG,Female,0.33580821,No,59,2,GoogleAds,Mailed check,20.35,1267,No
9979-RGMZT,Female,0.725483143,No,7,2,GoogleAds,Mailed check,94.05,633.45,No
6437-UDQJM,Female,0.443481013,No,72,4,Instagram,Credit card (automatic),84.1,6129.65,No
1226-IENZN,Male,0.136465039,No,16,2,Facebook,Electronic check,78.75,1218.25,No
2108-GLPQB,Male,0.268347955,No,25,4,Facebook,Credit card (automatic),55.55,1405.3,No
9259-PACGQ,Female,0.330077854,No,34,4,Facebook,Electronic check,62.65,2274.9,Yes
4415-IJZTP,Female,0.127744621,No,1,4,Facebook,Electronic check,74.5,74.5,Yes
1465-VINDH,Female,0.985698486,Yes,10,4,Facebook,Credit card (automatic),102.1,1068.85,Yes
5474-LAMUQ,Male,0.273556621,No,24,2,GoogleAds,Mailed check,20.1,533.9,No
3468-DRVQJ,Female,0.342469967,Yes,10,4,GoogleAds,Electronic check,70.3,676.15,No
1122-YJBCS,Male,0.522499797,No,69,2,GoogleAds,Credit card (automatic),53.65,3804.4,No
4990-ALDGW,Male,0.066753242,No,57,2,Instagram,Mailed check,20.75,1118.8,No
4816-OKWNX,Male,0.923087458,Yes,50,2,GoogleAds,Bank transfer (automatic),103.4,5236.4,No
3315-IKYZQ,Male,0.373943592,Yes,28,1,GoogleAds,Mailed check,50.8,1386.8,No
2810-FTLEM,Female,0.126947584,No,16,2,Facebook,Electronic check,50.15,762.25,Yes
4747-LCAQL,Male,0.081400614,No,25,2,Facebook,Mailed check,79,1902,No
3411-WLRSQ,Female,0.500226317,No,3,2,Facebook,Bank transfer (automatic),74.6,239.05,No
0898-XCGTF,Male,0.024591793,No,61,4,GoogleAds,Bank transfer (automatic),96.5,5673.7,No
8006-PYCSW,Female,0.852702724,No,2,2,Facebook,Mailed check,20.1,39.8,No
8249-THVEC,Male,0.666092728,Yes,51,2,GoogleAds,Mailed check,19.4,997.75,No
8722-PRFDV,Female,0.661895353,Yes,71,2,Instagram,Credit card (automatic),77.55,5574.35,No
2164-SOQXL,Female,0.974510612,Yes,20,2,Facebook,Mailed check,20.05,406.05,No
4020-KIUDI,Male,0.830823862,Yes,6,2,Facebook,Credit card (automatic),19.85,138.85,No
5850-BDWCY,Female,0.649026497,No,6,2,Facebook,Mailed check,20.2,123.65,No
2038-YSEZE,Female,0.524588098,No,29,4,Facebook,Mailed check,67.45,1801.1,No
0827-ITJPH,Male,0.063233371,No,36,2,Instagram,Credit card (automatic),18.55,689,No
8799-OXZMD,Female,0.09742022,No,28,1,Facebook,Mailed check,29.75,790.7,No
1925-TIBLE,Female,0.980613319,No,7,4,Facebook,Electronic check,86.5,582.5,Yes
1705-GUHPV,Female,0.682860265,No,63,4,Instagram,Mailed check,24.2,1618.2,No
4779-ZGICK,Male,0.108492686,Yes,48,4,Instagram,Mailed check,23.55,1173.35,No
0048-PIHNL,Female,0.224156619,No,49,2,GoogleAds,Bank transfer (automatic),20.45,900.9,No
0818-OCPZO,Male,0.416000711,No,27,4,Facebook,Electronic check,81.45,2122.05,Yes
3967-KXAPS,Male,0.260611928,No,72,4,Instagram,Credit card (automatic),92.3,6719.9,No
1447-GIQMR,Male,0.666272242,No,1,2,Facebook,Electronic check,69.15,69.15,Yes
3704-IEAXF,Female,0.465942567,Yes,72,1,Instagram,Credit card (automatic),53.65,3784,No
6810-VCAEX,Female,0.161214846,No,47,1,GoogleAds,Credit card (automatic),39.65,1798.65,No
0674-EYYZV,Female,0.467877071,No,1,2,Facebook,Electronic check,54.65,54.65,No
4480-MBMLB,Female,0.651840245,No,36,4,GoogleAds,Bank transfer (automatic),104.8,3886.45,No
1395-OFUWC,Male,0.79025075,Yes,43,1,Facebook,Credit card (automatic),29.3,1224.05,No
0822-QGCXA,Female,0.816490222,No,27,4,Facebook,Electronic check,83.85,2310.2,No
0872-NXJYS,Female,0.540949344,No,9,2,Facebook,Electronic check,79.55,723.4,Yes
2832-KJCRD,Female,0.019761333,No,38,4,Facebook,Electronic check,103.65,3988.5,No
3588-WSTTJ,Female,0.801420012,No,35,4,Facebook,Electronic check,99.05,3554.6,No
4075-WKNIU,Female,0.275000925,Yes,0,4,Instagram,Mailed check,73.35, ,No
5090-EMGTC,Female,0.38175241,No,59,2,Instagram,Mailed check,100.05,6034.85,No
2346-CZYIL,Male,0.258821603,No,27,2,Instagram,Credit card (automatic),20.35,531.6,No
3798-EPWRR,Female,0.637529302,No,2,2,Facebook,Electronic check,43.95,85.1,No
6258-NGCNG,Male,0.005386441,No,7,4,Facebook,Mailed check,23.5,173,No
4186-ZBUEW,Female,0.771669156,No,36,4,GoogleAds,Mailed check,70.7,2511.95,No
5274-XHAKY,Female,0.020474192,Yes,41,4,Facebook,Bank transfer (automatic),94.3,3893.6,No
1442-BQPVU,Female,0.681079294,No,13,1,Facebook,Electronic check,29.15,357.15,No
3978-YNKDD,Male,0.972593298,Yes,19,2,Instagram,Credit card (automatic),20.85,467.5,No
4940-KHCWD,Female,0.312228574,No,60,1,Instagram,Bank transfer (automatic),37.7,2288.7,No
9412-ARGBX,Female,0.343588713,Yes,48,2,Instagram,Mailed check,95.5,4627.85,Yes
1389-CXMLU,Male,0.0606752,No,3,4,Facebook,Electronic check,91.05,289.1,Yes
9589-ABEPT,Male,0.578117386,No,69,4,Instagram,Mailed check,92.45,6460.55,No
9388-ZEYVT,Male,0.887630869,No,43,1,GoogleAds,Electronic check,44.15,1931.3,No
0305-SQECB,Female,0.1839903,Yes,11,1,GoogleAds,Mailed check,36.05,402.6,No
7605-SNLQG,Female,0.102789623,No,45,2,Facebook,Credit card (automatic),50.25,2221.55,No
4670-TABXH,Male,0.977803945,No,72,4,Instagram,Credit card (automatic),109.75,7758.9,No
5561-NWEVX,Female,0.330513651,No,2,4,Facebook,Electronic check,79.2,172.85,Yes
0064-SUDOG,Female,0.257219614,Yes,12,2,Instagram,Bank transfer (automatic),20.3,224.5,No
8561-NMTBD,Female,0.428251525,Yes,67,4,GoogleAds,Credit card (automatic),112.35,7388.45,No
5161-XEUVX,Male,0.046270171,No,37,4,Instagram,Mailed check,94.3,3460.95,No
8292-FRFZQ,Female,0.624500965,No,39,1,GoogleAds,Bank transfer (automatic),41.15,1700.9,No
8591-NXRCV,Female,0.334737191,No,41,4,Facebook,Bank transfer (automatic),74.65,3090.65,No
7895-VONWT,Female,0.835212924,No,25,1,Facebook,Electronic check,48.25,1293.8,No
4526-RMTLL,Male,0.216667833,Yes,8,4,Instagram,Credit card (automatic),76.15,645.8,No
6253-GNHWH,Female,0.97847358,Yes,71,4,Instagram,Mailed check,71.1,5224.95,No
4566-NECEV,Male,0.552044621,No,5,4,Facebook,Electronic check,96.55,500.1,No
8080-POTJR,Female,0.469405113,No,30,4,GoogleAds,Credit card (automatic),79.3,2427.1,No
6906-MPARY,Male,0.127363492,No,40,2,GoogleAds,Credit card (automatic),89.6,3488.15,No
3662-FXJFO,Female,0.339770505,No,54,2,Instagram,Mailed check,20.5,1035.7,No
8107-RZLNV,Male,0.060559087,No,72,4,Instagram,Bank transfer (automatic),106.3,7565.35,No
0516-OOHAR,Male,0.603736451,Yes,28,2,GoogleAds,Bank transfer (automatic),100.35,2799,No
2027-CWDNU,Male,0.893126488,Yes,18,2,Facebook,Electronic check,85.6,1601.5,No
2737-WFVYW,Female,0.27446668,No,2,1,Facebook,Electronic check,45.25,85.5,Yes
9912-OMZDS,Female,0.044174539,Yes,59,4,GoogleAds,Electronic check,106.15,6256.2,No
3733-ZEECP,Male,0.659405333,Yes,22,2,Facebook,Electronic check,51.1,1232.9,No
7878-RTCZG,Female,0.365322653,No,1,2,Facebook,Mailed check,19.9,19.9,No
2452-MRMZF,Female,0.940184792,No,72,4,Instagram,Credit card (automatic),25.7,1937.4,No
2272-QAGFO,Female,0.745733412,No,14,4,Facebook,Electronic check,74.3,1096.25,Yes
7103-IPXPJ,Male,0.46437716,No,50,4,GoogleAds,Electronic check,99.4,5059.75,No
4342-HFXWS,Female,0.561229268,Yes,48,2,GoogleAds,Bank transfer (automatic),69.7,3023.65,No
3545-CNWRG,Female,0.099503691,Yes,49,4,Facebook,Electronic check,98.35,4889.2,No
1785-BPHTP,Male,0.121070995,Yes,28,2,Facebook,Electronic check,85.45,2289.9,No
4989-LIXVT,Male,0.304723586,No,68,4,Facebook,Electronic check,95.9,6503.2,No
7315-WYOAW,Male,0.455990384,No,13,4,Facebook,Electronic check,100.75,1313.25,No
1173-XZPYF,Female,0.248526338,No,11,4,Facebook,Electronic check,89.2,990.3,No
9850-OWRHQ,Female,0.536206615,No,3,4,Facebook,Credit card (automatic),74.1,228,Yes
3768-NLUBH,Male,0.424512315,No,57,4,Facebook,Electronic check,100.6,5746.15,Yes
8676-TRMJS,Male,0.71361661,No,3,4,Facebook,Mailed check,75,209.1,Yes
2509-TFPJU,Male,0.292115349,No,72,4,Instagram,Credit card (automatic),25.75,1864.2,No
9530-GRMJG,Male,0.415668488,Yes,70,4,Instagram,Electronic check,84.1,5979.7,No
6898-RBTLU,Female,0.716338923,Yes,49,4,Instagram,Bank transfer (automatic),79.3,3902.45,No
5481-NTDOH,Female,0.0196885,No,67,4,GoogleAds,Credit card (automatic),107.05,7142.5,No
2068-WWXQZ,Male,0.899574406,No,46,2,Instagram,Bank transfer (automatic),20.05,902,No
7359-SSBJK,Female,0.816709152,No,64,2,Instagram,Credit card (automatic),70.2,4481,Yes
2061-VVFST,Female,0.072954807,No,37,2,Facebook,Bank transfer (automatic),19.5,805.2,No
0685-MLYYM,Female,0.214057363,No,2,2,Facebook,Electronic check,70.75,154.85,Yes
0749-IRGQE,Female,0.16833315,No,13,1,Facebook,Electronic check,45.3,528.45,No
2380-DAMQP,Female,0.654620328,No,72,4,Instagram,Electronic check,115.15,8349.7,No
2256-YLYLP,Male,0.900298358,Yes,68,2,Instagram,Bank transfer (automatic),72.95,4953.25,No
1272-ILHFG,Male,0.953363288,Yes,15,2,GoogleAds,Mailed check,19.65,332.65,No
0164-XAIRP,Female,0.686010694,No,24,2,Instagram,Bank transfer (automatic),19.55,470.2,No
5666-CYCYZ,Female,0.376502032,No,24,4,Facebook,Electronic check,89.55,2259.35,No
4011-ARPHK,Male,0.678027699,No,27,2,Facebook,Mailed check,50.35,1411.35,No
8182-PNAGI,Male,0.359634873,No,12,2,Facebook,Bank transfer (automatic),50.25,593.75,Yes
6365-HITVU,Female,0.72050987,Yes,71,2,Instagram,Credit card (automatic),87.25,6328.7,No
7558-IMLMT,Male,0.570911387,Yes,67,2,Instagram,Mailed check,20.8,1411.9,No
9488-FYQAU,Female,0.677454637,No,63,4,Instagram,Bank transfer (automatic),109.25,6841.4,No
3590-TCXTB,Male,0.856627989,No,1,2,Facebook,Mailed check,20.35,20.35,No
6994-KERXL,Male,0.625313928,No,4,2,Facebook,Electronic check,55.9,238.5,No
7957-RYHQD,Female,0.168168399,No,40,2,Facebook,Credit card (automatic),79.2,3233.85,Yes
2180-DXNEG,Female,0.603007304,No,12,2,Facebook,Electronic check,96,1062.1,Yes
1960-UOTYM,Male,0.900234456,Yes,52,2,Instagram,Electronic check,79.2,4016.3,No
2740-JFBOK,Male,0.221055379,No,10,4,Facebook,Electronic check,24,226.55,No
6500-JVEGC,Male,0.777067573,No,68,4,GoogleAds,Bank transfer (automatic),101.35,7110.75,No
5515-AKOAJ,Female,0.389686125,No,54,4,Facebook,Electronic check,100.1,5440.9,Yes
8976-OQHGT,Female,0.823324312,Yes,4,2,Facebook,Mailed check,56.5,235.1,Yes
5245-VDBUR,Female,0.051161731,No,52,1,GoogleAds,Mailed check,35.45,1958.95,No
6230-BSUXY,Female,0.789211922,No,1,2,Facebook,Electronic check,85,85,Yes
8469-SNFFH,Male,0.717306404,No,70,4,GoogleAds,Bank transfer (automatic),79.4,5528.9,No
2144-ESWKO,Male,0.140836131,No,43,1,GoogleAds,Credit card (automatic),35.2,1463.7,No
1241-FPMOF,Male,0.773230341,No,52,2,Instagram,Mailed check,19.65,1025.05,No
9928-BZVLZ,Female,0.264559707,No,12,1,Instagram,Mailed check,49.85,552.1,No
4114-QMKVN,Female,0.32287765,Yes,56,4,GoogleAds,Bank transfer (automatic),68.75,3815.4,No
2775-SEFEE,Male,0.682594811,Yes,0,4,Instagram,Bank transfer (automatic),61.9, ,No
9003-CPATH,Male,0.326576543,No,42,4,Facebook,Electronic check,79.9,3313.4,No
1754-GKYPY,Male,0.990019528,No,22,2,Facebook,Bank transfer (automatic),89.75,1938.9,No
5294-CDGWY,Male,0.780843532,Yes,51,1,GoogleAds,Electronic check,59.3,3014.65,Yes
7956-XQWGU,Male,0.062258268,No,27,2,Facebook,Credit card (automatic),19.4,460.25,No
1591-MQJTP,Male,0.791790717,No,51,4,GoogleAds,Bank transfer (automatic),93.65,4839.15,No
5295-PCJOO,Male,0.049369644,Yes,4,2,Facebook,Electronic check,49.4,184.4,Yes
2369-FEVNO,Male,0.033965838,No,1,2,Facebook,Mailed check,19.9,19.9,No
9863-JZAIC,Male,0.289060934,No,35,2,Facebook,Mailed check,55,2010.55,Yes
7471-MQPOS,Male,0.016331087,Yes,71,4,GoogleAds,Bank transfer (automatic),72.9,5139.65,No
7660-HDPJV,Female,0.628289017,No,1,2,Facebook,Electronic check,69.2,69.2,Yes
5115-SQAAU,Female,0.36872816,Yes,69,4,Instagram,Bank transfer (automatic),25.6,1673.4,No
9845-QOMAD,Male,0.720776714,Yes,14,2,GoogleAds,Mailed check,19.75,309.35,No
7672-VFMXZ,Male,0.649517875,No,57,2,Facebook,Electronic check,55.7,3171.6,No
